,Unnamed: 0,Team,Game,Date,Home,Opponent,WINorLOSS,TeamPoints,OpponentPoints,FieldGoals,FieldGoalsAttempted,FieldGoals.,X3PointShots,X3PointShotsAttempted,X3PointShots.,FreeThrows,FreeThrowsAttempted,FreeThrows.,OffRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,TotalFouls,Opp.FieldGoals,Opp.FieldGoalsAttempted,Opp.FieldGoals.,Opp.3PointShots,Opp.3PointShotsAttempted,Opp.3PointShots.,Opp.FreeThrows,Opp.FreeThrowsAttempted,Opp.FreeThrows.,Opp.OffRebounds,Opp.TotalRebounds,Opp.Assists,Opp.Steals,Opp.Blocks,Opp.Turnovers,Opp.TotalFouls
6170,21114,MIA,21,2016-12-06,Home,NYK,L,103,114,38,89,0.427,11,25,0.44,16,27,0.593,16,46,21,8,4,10,16,48,98,0.49,7,25,0.28,11,16,0.688,18,53,22,6,6,10,18
6174,2575,MIA,25,2016-12-12,Home,WAS,W,112,101,45,88,0.511,9,26,0.346,13,19,0.684,11,47,25,6,3,11,18,39,84,0.464,5,23,0.217,18,22,0.818,10,37,17,8,1,14,22
6175,2675,MIA,26,2016-12-14,Home,IND,W,95,89,37,82,0.451,7,25,0.28,14,25,0.56,14,58,23,4,6,15,16,33,89,0.371,9,27,0.333,14,17,0.824,6,38,14,8,5,8,21
6176,2775,MIA,27,2016-12-16,Home,LAC,L,98,102,38,93,0.409,6,27,0.222,16,25,0.64,10,47,20,5,5,4,23,36,83,0.434,7,25,0.28,23,29,0.793,7,50,17,1,3,10,20
6177,2875,MIA,28,2016-12-18,Home,BOS,L,95,105,36,69,0.522,9,24,0.375,14,25,0.56,6,41,23,7,5,23,20,41,90,0.456,9,28,0.321,14,19,0.737,11,37,21,13,2,11,16
6178,2975,MIA,29,2016-12-20,Home,ORL,L,130,136,50,108,0.463,12,30,0.4,18,26,0.692,9,48,22,4,6,10,30,52,105,0.495,11,22,0.5,21,31,0.677,6,47,24,3,5,11,25
6179,3075,MIA,30,2016-12-22,Home,LAL,W,115,107,45,84,0.536,11,22,0.5,14,21,0.667,10,47,25,7,6,12,15,40,90,0.444,14,38,0.368,13,15,0.867,9,40,18,7,2,13,14
6181,3282,MIA,32,2016-12-27,Home,OKC,L,94,106,36,82,0.439,7,22,0.318,15,21,0.714,9,32,14,10,4,12,23,42,82,0.512,5,19,0.263,17,25,0.68,14,46,21,3,4,17,21
6184,3575,MIA,35,2017-01-01,Home,DET,L,98,107,35,77,0.455,14,26,0.538,14,18,0.778,3,34,25,6,4,10,22,42,86,0.488,9,22,0.409,14,22,0.636,10,48,16,7,5,12,18
6191,4282,MIA,42,2017-01-17,Home,HOU,W,109,103,42,90,0.467,9,29,0.31,16,24,0.667,11,52,21,11,1,15,24,36,90,0.4,9,39,0.231,22,28,0.786,11,49,21,8,3,17,16
6192,4375,MIA,43,2017-01-19,Home,DAL,W,99,95,35,73,0.479,9,20,0.45,20,29,0.69,6,40,16,4,1,13,15,37,82,0.451,14,36,0.389,7,11,0.636,5,33,17,4,3,9,20
6193,4475,MIA,44,2017-01-21,Home,MIL,W,109,97,41,77,0.532,13,30,0.433,14,22,0.636,5,39,18,8,3,11,24,33,79,0.418,6,18,0.333,25,32,0.781,12,41,17,6,2,11,18
6194,4575,MIA,45,2017-01-23,Home,GSW,W,105,102,38,86,0.442,13,30,0.433,16,27,0.593,11,45,20,9,4,13,19,41,88,0.466,8,30,0.267,12,20,0.6,7,43,27,9,4,14,20
6197,4875,MIA,48,2017-01-28,Home,DET,W,116,103,42,80,0.525,14,28,0.5,18,23,0.783,9,38,18,6,6,11,19,46,89,0.517,4,12,0.333,7,12,0.583,13,42,11,6,3,12,16
6198,4975,MIA,49,2017-01-30,Home,BRK,W,104,96,39,82,0.476,11,26,0.423,15,23,0.652,5,34,22,9,8,11,18,37,87,0.425,4,26,0.154,18,22,0.818,15,53,16,7,4,16,23
6199,5075,MIA,50,2017-02-01,Home,ATL,W,116,93,45,93,0.484,12,32,0.375,14,19,0.737,10,47,23,10,11,12,18,34,86,0.395,7,26,0.269,18,21,0.857,9,43,13,10,6,15,14
6200,51114,MIA,51,2017-02-04,Home,PHI,W,125,102,48,82,0.585,12,22,0.545,17,23,0.739,10,49,28,6,5,21,24,35,84,0.417,6,23,0.261,26,31,0.839,6,33,20,10,1,15,21
6205,5675,MIA,56,2017-02-13,Home,ORL,L,107,116,39,83,0.47,6,22,0.273,23,27,0.852,6,37,14,7,7,14,25,44,90,0.489,8,14,0.571,20,29,0.69,15,52,18,9,3,14,22
6208,5975,MIA,59,2017-02-25,Home,IND,W,113,95,38,78,0.487,13,31,0.419,24,31,0.774,11,43,23,9,5,16,19,34,85,0.4,4,12,0.333,23,26,0.885,13,43,21,8,4,15,24
6210,61114,MIA,61,2017-03-01,Home,PHI,W,125,98,49,90,0.544,13,30,0.433,14,21,0.667,8,42,24,9,12,13,18,37,85,0.435,6,17,0.353,18,22,0.818,10,40,16,7,4,19,22
6212,6375,MIA,63,2017-03-04,Home,CLE,W,120,92,46,88,0.523,18,34,0.529,10,12,0.833,15,48,20,6,4,10,19,35,73,0.479,11,27,0.407,11,18,0.611,8,33,20,4,1,15,16
6214,6575,MIA,65,2017-03-08,Home,CHO,W,108,101,37,85,0.435,17,41,0.415,17,24,0.708,13,46,22,8,7,12,18,37,80,0.463,7,21,0.333,20,21,0.952,6,39,14,7,8,12,17
6215,6675,MIA,66,2017-03-11,Home,TOR,W,104,89,35,72,0.486,11,28,0.393,23,33,0.697,3,35,21,8,10,12,19,33,88,0.375,2,15,0.133,21,25,0.84,16,48,7,6,5,12,20
6217,6875,MIA,68,2017-03-15,Home,NOP,W,120,112,44,87,0.506,16,35,0.457,16,19,0.842,12,45,23,9,3,15,22,42,88,0.477,9,22,0.409,19,28,0.679,8,38,21,9,5,13,13
6218,6975,MIA,69,2017-03-17,Home,MIN,W,123,105,50,85,0.588,8,26,0.308,15,19,0.789,10,40,29,6,9,15,16,41,82,0.5,2,12,0.167,21,22,0.955,9,28,14,6,6,11,21
6219,7075,MIA,70,2017-03-19,Home,POR,L,104,115,41,88,0.466,9,30,0.3,13,20,0.65,13,39,18,8,8,9,22,42,83,0.506,13,26,0.5,18,24,0.75,13,43,13,4,6,11,20
6220,71114,MIA,71,2017-03-21,Home,PHO,W,112,97,42,96,0.438,11,27,0.407,17,23,0.739,17,49,17,13,5,14,25,36,82,0.439,4,16,0.25,21,29,0.724,10,41,14,5,5,24,23
6221,7282,MIA,72,2017-03-23,Home,TOR,L,84,101,32,82,0.39,6,23,0.261,14,23,0.609,10,36,20,8,11,16,23,35,79,0.443,6,23,0.261,25,32,0.781,11,51,10,9,3,17,21
6225,7675,MIA,76,2017-03-31,Home,NYK,L,94,98,34,83,0.41,8,33,0.242,18,25,0.72,11,41,17,5,4,13,17,38,80,0.475,6,16,0.375,16,17,0.941,8,39,25,9,5,14,18
6226,7775,MIA,77,2017-04-02,Home,DEN,L,113,116,42,87,0.483,13,27,0.481,16,21,0.762,7,41,26,3,9,10,22,44,87,0.506,5,20,0.25,23,27,0.852,6,40,25,9,6,8,14
6230,8176,MIA,81,2017-04-10,Home,CLE,W,124,121,44,95,0.463,12,33,0.364,24,34,0.706,9,46,28,9,3,13,26,44,89,0.494,14,35,0.4,19,22,0.864,7,47,19,7,4,21,25
6231,8275,MIA,82,2017-04-12,Home,WAS,W,110,102,46,88,0.523,8,24,0.333,10,12,0.833,14,51,19,2,4,17,13,42,87,0.483,7,26,0.269,11,14,0.786,8,34,18,9,0,10,13
6232,1283,MIL,1,2016-10-26,Home,CHO,L,96,107,39,92,0.424,3,16,0.188,15,20,0.75,10,46,23,4,5,8,22,40,89,0.449,7,23,0.304,20,24,0.833,11,51,27,5,10,10,22
6233,2283,MIL,2,2016-10-29,Home,BRK,W,110,108,41,88,0.466,8,22,0.364,20,24,0.833,8,44,25,14,5,14,23,37,84,0.44,11,34,0.324,23,28,0.821,11,45,23,12,6,18,22
6236,5283,MIL,5,2016-11-03,Home,IND,W,125,107,47,82,0.573,12,27,0.444,19,24,0.792,12,41,32,10,6,21,23,38,81,0.469,10,23,0.435,21,27,0.778,10,32,29,14,4,21,23
6237,6283,MIL,6,2016-11-05,Home,SAC,W,117,91,41,82,0.5,14,33,0.424,21,25,0.84,17,53,28,12,10,15,22,33,84,0.393,10,28,0.357,15,19,0.789,13,36,27,8,3,14,19
6239,895,MIL,8,2016-11-10,Home,NOP,L,106,112,40,91,0.44,6,18,0.333,20,25,0.8,11,48,23,4,5,11,20,39,89,0.438,9,25,0.36,25,27,0.926,11,47,22,9,7,10,19
6240,976,MIL,9,2016-11-12,Home,MEM,W,106,96,36,68,0.529,7,18,0.389,27,36,0.75,5,35,20,9,5,12,20,35,78,0.449,6,30,0.2,20,21,0.952,3,32,20,8,4,13,26
6243,1284,MIL,12,2016-11-19,Home,GSW,L,121,124,46,89,0.517,10,20,0.5,19,25,0.76,10,41,27,7,1,13,23,42,95,0.442,14,38,0.368,26,32,0.813,18,45,30,8,5,12,25
6244,1376,MIL,13,2016-11-21,Home,ORL,W,93,89,35,86,0.407,8,29,0.276,15,21,0.714,7,37,25,16,9,13,22,32,77,0.416,7,25,0.28,18,24,0.75,10,54,21,8,5,24,18
6245,1476,MIL,14,2016-11-25,Home,TOR,L,99,105,40,79,0.506,12,29,0.414,7,12,0.583,7,38,26,4,2,11,19,38,82,0.463,14,32,0.438,15,19,0.789,11,38,18,3,5,9,17
6247,1676,MIL,16,2016-11-29,Home,CLE,W,118,101,46,86,0.535,7,19,0.368,19,23,0.826,10,43,27,15,6,17,22,32,75,0.427,14,39,0.359,23,31,0.742,7,35,17,7,6,19,19
6249,1876,MIL,18,2016-12-03,Home,BRK,W,112,103,40,85,0.471,6,24,0.25,26,36,0.722,7,46,25,9,10,11,24,34,91,0.374,11,41,0.268,24,33,0.727,10,46,21,6,5,14,26
6250,1976,MIL,19,2016-12-05,Home,SAS,L,96,97,30,73,0.411,6,24,0.25,30,34,0.882,7,43,16,4,7,14,16,40,93,0.43,8,28,0.286,9,14,0.643,12,46,26,6,5,14,22
6251,2076,MIL,20,2016-12-07,Home,POR,W,115,107,40,77,0.519,10,24,0.417,25,37,0.676,5,41,19,8,7,10,13,37,85,0.435,17,40,0.425,16,19,0.842,10,44,25,7,4,15,22
6252,21115,MIL,21,2016-12-09,Home,ATL,L,110,114,44,94,0.468,12,28,0.429,10,14,0.714,9,43,26,11,5,15,25,40,84,0.476,12,34,0.353,22,29,0.759,9,46,32,7,8,17,11
6255,2476,MIL,24,2016-12-15,Home,CHI,W,108,97,45,95,0.474,11,20,0.55,7,13,0.538,13,42,32,8,5,8,20,35,74,0.473,5,20,0.25,22,29,0.759,6,41,23,5,3,16,16
6257,2676,MIL,26,2016-12-20,Home,CLE,L,108,114,40,87,0.46,7,27,0.259,21,29,0.724,11,51,22,6,6,14,21,37,91,0.407,17,40,0.425,23,27,0.852,9,43,19,5,2,10,21
6259,2876,MIL,28,2016-12-23,Home,WAS,W,123,96,45,80,0.563,9,25,0.36,24,27,0.889,8,41,29,8,6,11,16,37,79,0.468,7,24,0.292,15,18,0.833,5,30,24,2,2,14,21
6264,3376,MIL,33,2017-01-02,Home,OKC,W,98,94,38,79,0.481,7,19,0.368,15,24,0.625,7,39,21,4,4,10,17,36,78,0.462,9,27,0.333,13,19,0.684,8,40,20,7,5,10,20
6266,3576,MIL,35,2017-01-06,Home,NYK,L,111,116,39,78,0.5,12,22,0.545,21,28,0.75,6,35,24,9,11,14,19,41,83,0.494,13,23,0.565,21,27,0.778,11,40,29,5,6,14,21
6267,3676,MIL,36,2017-01-08,Home,WAS,L,101,107,37,80,0.463,9,23,0.391,18,20,0.9,5,32,25,14,3,16,20,41,84,0.488,10,32,0.313,15,18,0.833,13,49,23,10,4,19,22
6269,3876,MIL,38,2017-01-13,Home,MIA,W,116,108,40,80,0.5,9,15,0.6,27,31,0.871,13,46,28,8,6,11,18,41,83,0.494,12,32,0.375,14,18,0.778,4,27,33,6,8,8,21
6271,4076,MIL,40,2017-01-16,Home,PHI,L,104,113,42,89,0.472,5,14,0.357,15,22,0.682,10,38,23,8,5,12,23,35,78,0.449,14,37,0.378,29,36,0.806,13,51,25,8,9,18,23
6275,4476,MIL,44,2017-01-23,Home,HOU,W,127,114,47,80,0.588,11,23,0.478,22,27,0.815,7,37,31,17,6,19,20,39,77,0.506,14,35,0.4,22,28,0.786,5,28,26,11,4,21,22
6276,4576,MIL,45,2017-01-25,Home,PHI,L,109,114,42,91,0.462,7,28,0.25,18,23,0.783,15,37,26,11,4,19,22,40,75,0.533,12,26,0.462,22,25,0.88,9,43,32,9,4,21,21
6278,4776,MIL,47,2017-01-28,Home,BOS,L,108,112,37,87,0.425,9,21,0.429,25,32,0.781,9,47,23,6,6,15,25,37,89,0.416,14,41,0.341,24,30,0.8,9,44,26,6,7,13,23
6282,51115,MIL,51,2017-02-08,Home,MIA,L,88,106,33,71,0.465,6,15,0.4,16,28,0.571,5,33,18,10,4,12,18,41,86,0.477,11,33,0.333,13,18,0.722,14,48,23,5,5,15,21
6283,5284,MIL,52,2017-02-10,Home,LAL,L,114,122,40,76,0.526,8,28,0.286,26,31,0.839,4,34,27,11,5,20,29,39,75,0.52,15,31,0.484,29,35,0.829,6,33,25,9,3,17,24
6285,5476,MIL,54,2017-02-13,Home,DET,W,102,89,40,79,0.506,6,21,0.286,16,16,1.0,5,33,26,9,2,11,17,34,78,0.436,7,21,0.333,14,19,0.737,12,44,17,4,1,17,18
6287,5676,MIL,56,2017-02-24,Home,UTA,L,95,109,32,74,0.432,7,18,0.389,24,29,0.828,10,35,15,5,1,15,27,37,74,0.5,8,23,0.348,27,30,0.9,9,41,23,8,5,14,26
6288,5776,MIL,57,2017-02-26,Home,PHO,W,100,96,39,76,0.513,6,20,0.3,16,18,0.889,6,33,26,10,6,19,21,40,83,0.482,5,14,0.357,11,16,0.688,12,42,26,12,5,20,22
6290,5976,MIL,59,2017-03-01,Home,DEN,L,98,110,38,83,0.458,9,18,0.5,13,15,0.867,10,34,26,8,5,13,19,41,84,0.488,10,33,0.303,18,20,0.9,14,45,21,8,2,14,15
6291,6076,MIL,60,2017-03-03,Home,LAC,W,112,101,44,80,0.55,10,25,0.4,14,15,0.933,3,25,35,11,4,10,27,36,64,0.563,8,19,0.421,21,36,0.583,7,38,23,4,1,23,18
6292,61115,MIL,61,2017-03-04,Home,TOR,W,101,94,38,87,0.437,6,27,0.222,19,23,0.826,9,42,16,3,4,6,18,35,75,0.467,7,21,0.333,17,20,0.85,3,36,20,2,4,11,23
6294,6376,MIL,63,2017-03-08,Home,NYK,W,104,93,37,86,0.43,8,26,0.308,22,28,0.786,12,46,26,9,4,8,13,39,84,0.464,7,21,0.333,8,12,0.667,10,43,22,4,6,15,20
6295,6476,MIL,64,2017-03-10,Home,IND,W,99,85,33,64,0.516,7,17,0.412,26,30,0.867,5,34,17,13,6,20,21,33,75,0.44,2,18,0.111,17,22,0.773,8,36,15,14,3,18,24
6296,6576,MIL,65,2017-03-11,Home,MIN,W,102,95,37,80,0.463,8,20,0.4,20,23,0.87,11,40,19,5,6,9,23,37,81,0.457,5,13,0.385,16,21,0.762,11,38,21,4,4,12,22
6303,7284,MIL,72,2017-03-24,Home,ATL,W,100,97,39,88,0.443,8,27,0.296,14,16,0.875,9,35,27,10,6,8,23,34,83,0.41,8,22,0.364,21,24,0.875,13,49,20,5,3,17,19
6304,7376,MIL,73,2017-03-26,Home,CHI,L,94,109,37,84,0.44,7,23,0.304,13,17,0.765,9,34,20,8,0,9,9,46,85,0.541,10,21,0.476,7,10,0.7,10,49,33,4,2,14,16
6307,7676,MIL,76,2017-03-31,Home,DET,W,108,105,35,84,0.417,14,36,0.389,24,34,0.706,9,48,25,6,3,12,18,44,97,0.454,7,30,0.233,10,16,0.625,13,54,25,8,4,12,27
6308,7776,MIL,77,2017-04-02,Home,DAL,L,105,109,39,77,0.506,12,34,0.353,15,18,0.833,4,33,25,9,3,13,20,38,73,0.521,14,36,0.389,19,20,0.95,4,30,25,7,1,13,18
6312,8177,MIL,81,2017-04-10,Home,CHO,W,89,79,35,78,0.449,16,27,0.593,3,5,0.6,8,46,28,4,3,16,14,33,81,0.407,5,18,0.278,8,13,0.615,7,39,21,11,5,9,10
6316,3285,MIN,3,2016-11-01,Home,MEM,W,116,80,43,78,0.551,12,20,0.6,18,23,0.783,10,50,29,10,5,21,22,27,75,0.36,4,24,0.167,22,29,0.759,8,32,10,17,4,20,22
6317,4285,MIN,4,2016-11-03,Home,DEN,L,99,102,35,88,0.398,9,22,0.409,20,25,0.8,14,43,20,8,4,16,22,39,81,0.481,6,22,0.273,18,25,0.72,7,44,24,10,2,20,24
6321,896,MIN,8,2016-11-12,Home,LAC,L,105,119,40,89,0.449,8,22,0.364,17,21,0.81,15,39,26,11,3,13,31,40,76,0.526,11,24,0.458,28,37,0.757,9,42,25,7,4,14,19
6322,977,MIN,9,2016-11-13,Home,LAL,W,125,99,42,80,0.525,13,27,0.481,28,42,0.667,9,44,28,10,4,10,19,33,71,0.465,8,24,0.333,25,30,0.833,5,39,16,6,5,17,31
6323,1077,MIN,10,2016-11-15,Home,CHO,L,108,115,38,89,0.427,15,35,0.429,17,21,0.81,14,43,25,4,5,18,19,43,80,0.538,11,24,0.458,18,22,0.818,4,37,25,10,6,13,17
6324,11116,MIN,11,2016-11-17,Home,PHI,W,110,86,43,84,0.512,6,25,0.24,18,20,0.9,14,48,18,7,8,13,19,31,83,0.373,9,32,0.281,15,19,0.789,13,40,15,9,2,15,17
6326,1377,MIN,13,2016-11-21,Home,BOS,L,93,99,36,86,0.419,4,24,0.167,17,25,0.68,16,51,23,5,4,15,19,38,84,0.452,12,38,0.316,11,14,0.786,6,39,20,5,4,11,21
6330,1777,MIN,17,2016-11-28,Home,UTA,L,103,112,36,81,0.444,7,19,0.368,24,25,0.96,10,39,26,8,2,14,23,40,79,0.506,4,18,0.222,28,34,0.824,12,42,19,9,3,12,21
6331,1877,MIN,18,2016-11-30,Home,NYK,L,104,106,34,77,0.442,4,19,0.211,32,39,0.821,11,40,17,9,5,15,17,41,91,0.451,13,32,0.406,11,15,0.733,12,39,24,8,3,13,26
6334,21116,MIN,21,2016-12-06,Home,SAS,L,91,105,36,82,0.439,7,20,0.35,12,18,0.667,11,41,19,4,2,15,20,39,74,0.527,11,24,0.458,16,19,0.842,3,35,21,8,3,11,20
6336,2377,MIN,23,2016-12-09,Home,DET,L,90,117,37,78,0.474,3,16,0.188,13,20,0.65,7,37,19,4,2,12,16,42,84,0.5,14,29,0.483,19,23,0.826,11,42,23,6,1,7,23
6337,2477,MIN,24,2016-12-11,Home,GSW,L,108,116,36,81,0.444,9,24,0.375,27,36,0.75,16,51,17,3,2,14,21,38,83,0.458,13,32,0.406,27,30,0.9,6,37,30,9,4,8,24
6339,2677,MIN,26,2016-12-17,Home,HOU,L,109,111,41,92,0.446,7,21,0.333,20,27,0.741,13,55,29,9,6,21,21,39,96,0.406,17,51,0.333,16,20,0.8,10,47,25,14,4,16,22
6340,2777,MIN,27,2016-12-19,Home,PHO,W,115,108,42,86,0.488,7,19,0.368,24,25,0.96,11,41,26,8,7,19,25,37,82,0.451,9,21,0.429,25,35,0.714,8,34,16,11,5,17,23
6342,2977,MIN,29,2016-12-23,Home,SAC,L,105,109,36,79,0.456,12,32,0.375,21,26,0.808,12,42,18,5,4,12,21,42,80,0.525,15,29,0.517,10,14,0.714,6,34,27,7,3,11,23
6344,31116,MIN,31,2016-12-26,Home,ATL,W,104,90,37,82,0.451,15,31,0.484,15,18,0.833,11,40,26,11,3,14,19,35,83,0.422,8,32,0.25,12,17,0.706,17,46,20,8,7,19,19
6346,3377,MIN,33,2016-12-30,Home,MIL,W,116,99,43,77,0.558,13,25,0.52,17,21,0.81,8,34,30,8,5,11,17,40,74,0.541,8,18,0.444,11,17,0.647,7,29,22,4,4,14,19
6347,3477,MIN,34,2017-01-01,Home,POR,L,89,95,35,87,0.402,7,23,0.304,12,18,0.667,13,47,21,11,5,16,25,36,73,0.493,6,22,0.273,17,28,0.607,4,41,13,10,8,14,19
6350,3777,MIN,37,2017-01-07,Home,UTA,L,92,94,35,80,0.438,7,20,0.35,15,21,0.714,14,48,23,3,3,15,21,32,77,0.416,8,23,0.348,22,28,0.786,10,39,23,12,6,8,19
6351,3877,MIN,38,2017-01-09,Home,DAL,W,101,92,40,71,0.563,6,16,0.375,15,21,0.714,9,42,30,11,4,18,24,36,78,0.462,13,28,0.464,7,9,0.778,5,25,24,3,2,14,21
6352,3977,MIN,39,2017-01-11,Home,HOU,W,119,105,44,81,0.543,8,23,0.348,23,25,0.92,9,49,31,8,9,17,19,36,87,0.414,15,42,0.357,18,22,0.818,7,32,23,7,4,15,23
6353,4077,MIN,40,2017-01-13,Home,OKC,W,96,86,39,86,0.453,5,18,0.278,13,14,0.929,9,42,21,11,6,15,22,33,85,0.388,3,20,0.15,17,21,0.81,16,47,19,10,2,18,21
6357,4477,MIN,44,2017-01-22,Home,DEN,W,111,108,45,85,0.529,6,15,0.4,15,21,0.714,8,36,29,11,8,14,24,42,82,0.512,7,24,0.292,17,21,0.81,12,41,26,6,7,17,19
6359,4677,MIN,46,2017-01-26,Home,IND,L,103,109,36,81,0.444,10,27,0.37,21,27,0.778,6,34,27,13,5,11,20,42,81,0.519,10,18,0.556,15,17,0.882,6,44,21,7,4,18,22
6360,4777,MIN,47,2017-01-28,Home,BRK,W,129,109,47,93,0.505,9,20,0.45,26,32,0.813,13,49,27,8,8,11,21,41,85,0.482,7,21,0.333,20,25,0.8,5,40,20,6,6,14,18
6361,4877,MIN,48,2017-01-30,Home,ORL,W,111,105,40,91,0.44,12,29,0.414,19,26,0.731,9,50,29,3,11,11,20,41,96,0.427,10,35,0.286,13,19,0.684,11,48,22,7,3,11,25
6364,51116,MIN,51,2017-02-04,Home,MEM,L,99,107,35,84,0.417,10,26,0.385,19,24,0.792,16,45,22,4,3,12,27,32,77,0.416,10,28,0.357,33,39,0.846,13,42,17,7,3,9,25
6365,5286,MIN,52,2017-02-06,Home,MIA,L,113,115,43,80,0.538,5,11,0.455,22,28,0.786,8,34,25,13,1,10,15,45,86,0.523,15,28,0.536,10,14,0.714,13,38,27,5,5,17,21
6366,5377,MIN,53,2017-02-08,Home,TOR,W,112,109,39,80,0.488,7,19,0.368,27,30,0.9,11,36,22,8,3,8,20,42,79,0.532,11,28,0.393,14,20,0.7,10,36,19,6,3,13,22
6367,5477,MIN,54,2017-02-10,Home,NOP,L,106,122,38,82,0.463,6,27,0.222,24,32,0.75,12,34,22,11,0,13,21,45,75,0.6,12,25,0.48,20,27,0.741,8,43,27,8,3,21,23
6368,5577,MIN,55,2017-02-12,Home,CHI,W,117,89,44,81,0.543,6,24,0.25,23,26,0.885,10,46,27,11,4,14,14,35,84,0.417,10,25,0.4,9,13,0.692,9,35,22,7,2,18,24
6369,5677,MIN,56,2017-02-14,Home,CLE,L,108,116,42,86,0.488,9,23,0.391,15,19,0.789,8,41,27,6,2,9,18,44,86,0.512,13,39,0.333,15,22,0.682,9,43,27,3,4,10,18
6371,5877,MIN,58,2017-02-24,Home,DAL,W,97,84,41,78,0.526,5,13,0.385,10,14,0.714,9,44,24,9,4,16,12,35,83,0.422,8,33,0.242,6,9,0.667,8,35,16,9,5,15,19
6376,6377,MIN,63,2017-03-08,Home,LAC,W,107,91,42,86,0.488,5,20,0.25,18,20,0.9,14,50,26,10,4,12,23,35,83,0.422,9,24,0.375,12,18,0.667,10,36,18,9,3,16,18
6377,6477,MIN,64,2017-03-10,Home,GSW,W,103,102,39,88,0.443,4,14,0.286,21,27,0.778,14,46,21,6,3,11,18,41,88,0.466,7,24,0.292,13,17,0.765,12,43,25,9,5,12,21
6379,6677,MIN,66,2017-03-13,Home,WAS,W,119,104,45,86,0.523,10,21,0.476,19,22,0.864,8,46,27,8,7,15,24,36,84,0.429,7,26,0.269,25,31,0.806,8,38,15,10,2,15,25
6383,7077,MIN,70,2017-03-21,Home,SAS,L,93,100,32,72,0.444,7,15,0.467,22,25,0.88,12,39,20,10,2,23,24,37,77,0.481,8,24,0.333,18,22,0.818,9,33,22,12,5,15,19
6387,7477,MIN,74,2017-03-30,Home,LAL,W,119,104,43,89,0.483,10,21,0.476,23,30,0.767,14,40,30,9,5,10,20,40,84,0.476,9,27,0.333,15,16,0.938,14,42,20,4,5,16,22
6388,7577,MIN,75,2017-04-01,Home,SAC,L,117,123,39,87,0.448,9,27,0.333,30,38,0.789,10,41,27,8,4,10,23,44,78,0.564,11,19,0.579,24,33,0.727,7,40,27,5,4,17,27
6389,7677,MIN,76,2017-04-03,Home,POR,W,110,109,41,84,0.488,4,9,0.444,24,28,0.857,12,44,26,3,5,11,18,38,86,0.442,11,32,0.344,22,25,0.88,11,35,24,7,9,5,18
6394,8178,MIN,81,2017-04-11,Home,OKC,L,98,100,38,86,0.442,5,20,0.25,17,25,0.68,11,35,24,12,3,11,17,37,86,0.43,7,22,0.318,19,25,0.76,18,54,22,7,4,17,21
6396,1287,NOP,1,2016-10-26,Home,DEN,L,102,107,38,92,0.413,3,19,0.158,23,26,0.885,5,33,31,16,5,11,29,37,83,0.446,8,24,0.333,25,33,0.758,11,58,18,7,4,24,22
6397,2287,NOP,2,2016-10-28,Home,GSW,L,114,122,47,100,0.47,5,22,0.227,15,23,0.652,12,49,29,8,5,13,24,44,91,0.484,9,28,0.321,25,28,0.893,9,49,32,8,2,14,22
6399,4287,NOP,4,2016-11-01,Home,MIL,L,113,117,36,82,0.439,9,26,0.346,32,41,0.78,9,42,23,13,5,13,17,44,91,0.484,10,32,0.313,19,21,0.905,11,49,30,9,5,15,25
6401,6287,NOP,6,2016-11-04,Home,PHO,L,111,112,43,94,0.457,10,30,0.333,15,28,0.536,6,43,28,7,13,8,21,40,93,0.43,8,24,0.333,24,28,0.857,12,59,18,7,2,15,27
6405,1078,NOP,10,2016-11-12,Home,LAL,L,99,126,39,90,0.433,6,20,0.3,15,19,0.789,12,42,20,4,5,10,10,52,94,0.553,16,30,0.533,6,7,0.857,10,47,36,8,5,10,17
6406,11117,NOP,11,2016-11-14,Home,BOS,W,106,105,35,79,0.443,6,21,0.286,30,36,0.833,8,46,16,9,4,16,17,38,95,0.4,12,41,0.293,17,20,0.85,11,44,19,9,0,10,27
6408,1378,NOP,13,2016-11-18,Home,POR,W,113,101,45,82,0.549,9,24,0.375,14,20,0.7,1,37,31,9,12,8,21,33,88,0.375,12,34,0.353,23,26,0.885,13,48,19,2,1,14,21
6409,1478,NOP,14,2016-11-19,Home,CHO,W,121,116,43,98,0.439,14,36,0.389,21,25,0.84,10,53,27,9,6,11,23,40,97,0.412,15,43,0.349,21,28,0.75,8,52,29,7,5,14,21
6411,1678,NOP,16,2016-11-23,Home,MIN,W,117,96,45,83,0.542,9,24,0.375,18,23,0.783,4,45,27,10,6,17,21,33,86,0.384,3,17,0.176,27,33,0.818,8,41,23,12,3,17,19
6414,1978,NOP,19,2016-11-29,Home,LAL,W,105,88,38,88,0.432,8,31,0.258,21,25,0.84,13,54,24,10,3,8,17,37,87,0.425,5,30,0.167,9,18,0.5,9,47,26,8,5,12,17
6415,2078,NOP,20,2016-12-02,Home,LAC,L,96,114,39,85,0.459,5,20,0.25,13,21,0.619,10,40,21,5,4,11,14,45,88,0.511,10,24,0.417,14,16,0.875,12,47,27,6,7,9,18
6417,2288,NOP,22,2016-12-05,Home,MEM,L,108,110,39,99,0.394,10,32,0.313,20,21,0.952,6,54,21,7,7,11,15,42,104,0.404,13,34,0.382,13,21,0.619,13,61,23,8,4,14,22
